"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Type"
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","21/724","157/8859",0.133757961783439,1.63668754618714,2.40118147519086,0.016652432042654,0.025607041725968,0.00802028752799126,"999/1499/595/4609/7040/7161/11186/2932/8313/894/4088/5054/330/8312/329/51176/650/5590/659/7534/1742",21,"XKC"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","7/724","34/8859",0.205882352941176,2.51921514462138,2.64764482433284,0.0181243393938378,0.0277395992600523,0.00868821804399442,"231/3099/226/7167/4351/3795/6652",7,"XKC"
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","9/724","50/8859",0.18,2.2025138121547,2.54372473481041,0.0185849670771046,0.028311678818393,0.0088673969821896,"3569/7040/3586/3558/7852/3565/959/3567/942",9,"XKC"
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","8/724","42/8859",0.19047619047619,2.33070244672455,2.57871604593412,0.0187321856997795,0.0284032211075726,0.00889606860650482,"1545/1543/847/4129/4128/1544/223/217",8,"XKC"
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","8/724","43/8859",0.186046511627907,2.27650006424258,2.50309665855326,0.0214210615627794,0.0323299355067875,0.0101259404073567,"223/1374/217/2182/128/126/1375/125",8,"XKC"
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","7/724","36/8859",0.194444444444444,2.37925874769797,2.47370097521113,0.0244167763950636,0.0366814244460403,0.0114888542824214,"2990/231/54658/10327/6652/54600/54659",7,"XKC"
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","5/724","22/8859",0.227272727272727,2.78095178302361,2.49499349126739,0.0294164112022583,0.0439566134944058,0.0137674895348962,"4129/4128/223/443/217",5,"XKC"
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","9/724","54/8859",0.166666666666667,2.03936464088398,2.28538030435154,0.0295291360591254,0.0439566134944058,0.0137674895348962,"7173/355/356/3586/3558/3565/959/3567/942",9,"XKC"
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","13/724","91/8859",0.142857142857143,1.74802683504341,2.13966580584933,0.0330152741159576,0.0489226334627372,0.015322878417454,"5578/5579/2561/4988/773/2563/2556/134/1812/774/2558/55879/2560",13,"XKC"
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","18/724","139/8859",0.129496402877698,1.58454231090266,2.072160793095,0.0337811499297899,0.049831017543491,0.0156073900604412,"367/5604/5594/3480/3630/5595/1432/1017/898/5347/983/891/7534/6197/3710/801/815/816",18,"XKC"
